Timestamp,Stopień naukowy do umieszczenia na certyfikacie uczestnictwa w konferencji (o ile dotyczy),Chcesz podzielić się odpowiedzią na to pytanie? Chętnie przedstawimy najciekawsze odpowiedzi,Czy chcesz uczestniczyć w konferencji?,W którym warsztacie porannym chciałabyś/chciałbyś uczestniczyć 27.09?,W którym warsztacie popołudniowym chciałabyś/chciałbyś uczestniczyć 27.09?,Obecne stanowisko,"Tematyka, którą się zajmujesz","Tematyka, którą się interesujesz","Proszę wpisz (po przecinku) najważniejsze technologie, z którymi pracujesz na co dzień","Proszę wpisz (po przecinku) pakiety do R, z którymi pracujesz na co dzień",Doświadczenie związane z analizą i przetwarzaniem danych - wpisz liczbę oznaczającą lata,Doświadczenie związane z pakietem statystycznym R - wpisz liczbę oznaczającą lata,Płeć,Kraj,Miasto,czy_ostatecznie_bedzie_na_konferencji,wiek
3/6/2017 22:49:55,inż.,Ponieważ daje ogromne możliwości a barierą wejścia jest tylko własne zaangażowanie.,Tak,Żadnym,Żadnym,Starszy Analityk,"wizualizacja danych, Big Data i hurtownie danych, R w biznesie, odtwarzalne obliczenia, ekonomia, finanse i ubezpieczenia, analiza szeregów czasowych, tworzenie raportów i dashboardów","wizualizacja danych, integracja R z innymi językami/środowiskami, Big Data i hurtownie danych, rozwój oprogramowania, R w biznesie, społeczność R w Polsce, odtwarzalne obliczenia, statystyczne uczenie maszynowe i modele predykcyjne, obliczenia wysokowydajnościowe, statystyka przestrzenna, analiza tekstu, analiza szeregów czasowych, aplikacje shiny i htmlwidgets, tworzenie raportów i dashboardów","SQL, EXCEL",brak,4,0,Mężczyzna,Polska,Warszawa,TRUE,NA
3/6/2017 23:55:30,mgr,NA,Tak,Machine Learning w R przy użyciu H2O,Złożone schematy doboru próby - pakiet survey,analityk,"metodologia statystyczna, wizualizacja danych, ekonomia, finanse i ubezpieczenia, analiza szeregów czasowych","metodologia statystyczna, statystyczne uczenie maszynowe i modele predykcyjne, ekonomia, finanse i ubezpieczenia, analiza szeregów czasowych",NA,"plotly, timeseries,",2,4,Kobieta,Polska,Warszawa,TRUE,NA
3/7/2017 7:44:04,mgr,"Jest wektorowy, opensourcowy, przejrzysty i świetnie nadaje się do każdego rodzaju analizy :D",Tak,Żadnym,Żadnym,Konsultant,tworzenie raportów i dashboardów,"metodologia statystyczna, wizualizacja danych, integracja R z innymi językami/środowiskami, Big Data i hurtownie danych, rozwój oprogramowania, R w biznesie, społeczność R w Polsce, edukacja R i R w edukacji, statystyczne uczenie maszynowe i modele predykcyjne, klastrowanie i segmentacja, obliczenia wysokowydajnościowe, statystyka przestrzenna, tworzenie i wizualizacja map, R w badaniach społecznych, analiza tekstu, obliczenia w chmurze, analiza szeregów czasowych, aplikacje shiny i htmlwidgets, tworzenie raportów i dashboardów","SQL Oracle, R, Tableau, PostgreSQL","dyplr, ggplot2, plotly, ggmap",3,1,Kobieta,Polska,Warszawa,TRUE,27
3/7/2017 7:51:06,NA,NA,Tak,Żadnym,Kombajn do uczenia maszynowego - MLR w praktyce,CEO,"metodologia statystyczna, wizualizacja danych, integracja R z innymi językami/środowiskami, R w biznesie, społeczność R w Polsce, edukacja R i R w edukacji, statystyczne uczenie maszynowe i modele predykcyjne, aplikacje shiny i htmlwidgets, tworzenie raportów i dashboardów","metodologia statystyczna, wizualizacja danych, integracja R z innymi językami/środowiskami, R w biznesie, społeczność R w Polsce, edukacja R i R w edukacji, odtwarzalne obliczenia, statystyczne uczenie maszynowe i modele predykcyjne, obliczenia wysokowydajnościowe, R w badaniach społecznych, analiza szeregów czasowych, aplikacje shiny i htmlwidgets, tworzenie raportów i dashboardów","R, Docker","dplyr, shiny, FSelectorRcpp",5,5,Mężczyzna,Polska,Wiatowice,TRUE,27
3/7/2017 8:09:00,NA,Bo R jest spoko.,Tak,Kiedy brakuje wydajności... R i C++ = Rcpp,Text mining w R,Data scientist,"wizualizacja danych, integracja R z innymi językami/środowiskami, R w biznesie, społeczność R w Polsce, statystyczne uczenie maszynowe i modele predykcyjne, aplikacje shiny i htmlwidgets, tworzenie raportów i dashboardów","wizualizacja danych, integracja R z innymi językami/środowiskami, społeczność R w Polsce, edukacja R i R w edukacji, klastrowanie i segmentacja, analiza tekstu","R, Shiny, Hadoop, Hive, Elasticsearch, Kafka, Linux, Jira, Git, Docker","stringi, dplyr, ggplot2, data.table, jsonlite, tidyr",3,4,Kobieta,Polska,Warszawa,TRUE,26
3/7/2017 13:31:58,NA,????t.test,Nie,Żadnym,Złożone schematy doboru próby - pakiet survey,analityk,"wizualizacja danych, odtwarzalne obliczenia, klastrowanie i segmentacja, R w badaniach społecznych, tworzenie raportów i dashboardów","wizualizacja danych, tworzenie raportów i dashboardów","SPSS, R, Excel, HTML, CSS, Javascript","dplyr, tidyr, xlsx, jsonlite",4,1,Mężczyzna,Polska,Warszawa,TRUE,NA
3/7/2017 15:25:24,NA,bo można w nim zrobić wszystko,Tak,Machine Learning w R przy użyciu H2O,Zastosowanie R w Power BI,Specjalista ds. Analiz i Modelowania Statystycznego,"wizualizacja danych, statystyczne uczenie maszynowe i modele predykcyjne, klastrowanie i segmentacja, tworzenie raportów i dashboardów","wizualizacja danych, integracja R z innymi językami/środowiskami, Big Data i hurtownie danych, statystyczne uczenie maszynowe i modele predykcyjne, tworzenie raportów i dashboardów","IBM SPSS, R","dplyr, tidyr, caret, glmnet",1,1,Mężczyzna,Polska,Warszawa,TRUE,NA
3/7/2017 15:56:37,NA,NA,Tak,Machine Learning w R przy użyciu H2O,Żadnym,Advanced Analytics Senior Consultant,"metodologia statystyczna, wizualizacja danych, integracja R z innymi językami/środowiskami, Big Data i hurtownie danych, R w biznesie, analiza tekstu, obliczenia w chmurze, analiza szeregów czasowych, tworzenie raportów i dashboardów","wizualizacja danych, integracja R z innymi językami/środowiskami, Big Data i hurtownie danych, R w biznesie, obliczenia w chmurze","R, Azure, SQL Server, Hadoop","dplyr, azureML, ggplot2",5,4,Mężczyzna,Polska,Warszawa,TRUE,NA
3/7/2017 19:31:45,mgr,NA,Tak,Machine Learning w R przy użyciu H2O,Żadnym,Data Science Intern,"statystyczne uczenie maszynowe i modele predykcyjne, analiza i przetwarzanie obrazu","rozwój oprogramowania, statystyczne uczenie maszynowe i modele predykcyjne, obliczenia wysokowydajnościowe, analiza i przetwarzanie obrazu","python, r",NA,1,1,Mężczyzna,Polska,Wrocław,FALSE,NA
3/7/2017 20:59:28,lic.,NA,Tak,Machine Learning w R przy użyciu H2O,Zastosowanie R w Power BI,NA,"wizualizacja danych, R w biznesie, klastrowanie i segmentacja","wizualizacja danych, analiza tekstu, analiza szeregów czasowych, tworzenie raportów i dashboardów",NA,NA,NA,NA,Kobieta,Polska,Łódź,FALSE,NA
3/7/2017 21:47:26,NA,NA,Tak,MicrosoftML - State of the art Machine Learning Microsoft,mirt: skalowanie odpowiedzi lepsze niż PCA,Analityk Aktuarialny,"metodologia statystyczna, badania kliniczne, wizualizacja danych, Big Data i hurtownie danych, społeczność R w Polsce, statystyczne uczenie maszynowe i modele predykcyjne, ekonomia, finanse i ubezpieczenia, biostatystyka i epidemiologia, analiza tekstu, analiza szeregów czasowych, aplikacje shiny i htmlwidgets, tworzenie raportów i dashboardów","wizualizacja danych, integracja R z innymi językami/środowiskami, Big Data i hurtownie danych, rozwój oprogramowania, R w biznesie, społeczność R w Polsce, statystyczne uczenie maszynowe i modele predykcyjne, klastrowanie i segmentacja, analiza tekstu, aplikacje shiny i htmlwidgets",Microsoft Excel,NA,2,2.5,Mężczyzna,Polska,Wyględy,TRUE,NA
3/7/2017 22:23:43,NA,Solving most of the problems all of the time,Tak,MicrosoftML - State of the art Machine Learning Microsoft,Kombajn do uczenia maszynowego - MLR w praktyce,Business Analysts Team Leader,"integracja R z innymi językami/środowiskami, Big Data i hurtownie danych, R w biznesie, statystyczne uczenie maszynowe i modele predykcyjne, klastrowanie i segmentacja, analiza szeregów czasowych, aplikacje shiny i htmlwidgets, tworzenie raportów i dashboardów","integracja R z innymi językami/środowiskami, rozwój oprogramowania, R w biznesie, edukacja R i R w edukacji, statystyczne uczenie maszynowe i modele predykcyjne, ekonomia, finanse i ubezpieczenia, klastrowanie i segmentacja, aplikacje shiny i htmlwidgets, tworzenie raportów i dashboardów","AWS, Redshift, Tableau, Python, Tensorflow","dplyr, caret, shiny, rmarkdown, ggplot2",10,5,Mężczyzna,Polska,Warszawa,FALSE,34
3/8/2017 9:06:32,mgr,sky is the limit,Tak,Machine Learning w R przy użyciu H2O,Text mining w R,Senior Associate Analytical COnsultant,"statystyczne uczenie maszynowe i modele predykcyjne, ekonomia, finanse i ubezpieczenia, fraud analytics","integracja R z innymi językami/środowiskami, R w biznesie, społeczność R w Polsce, statystyczne uczenie maszynowe i modele predykcyjne, ekonomia, finanse i ubezpieczenia, klastrowanie i segmentacja, analiza tekstu, analiza i przetwarzanie obrazu","SAS 4GL, SQL, R","tidyverse, caret",2.5,2.5,Kobieta,Polska,Warszawa,FALSE,0
3/8/2017 9:20:35,NA,NA,Tak,Social Network Analysis w R,Text mining w R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
3/8/2017 9:48:52,mgr,NA,Tak,Kiedy brakuje wydajności... R i C++ = Rcpp,Web scraping w R i nie tylko,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
3/8/2017 11:42:29,mgr inż.,NA,Tak,Analiza danych sondażowych w R,Klasyfikacja wieloetykietowa z pakietem R,Research Analyst,"rozwój oprogramowania, R w biznesie, tworzenie i wizualizacja map, aplikacje shiny i htmlwidgets","statystyczne uczenie maszynowe i modele predykcyjne, klastrowanie i segmentacja, statystyka przestrzenna, R w badaniach społecznych","R, python, shiny","leaflet, dplyr, plotly, shiny, shinyJS",2,2,Mężczyzna,Polska,Warszawa,TRUE,27
3/8/2017 11:53:36,mgr,I love R,Tak,Social Network Analysis w R,Text mining w R,NA,"metodologia statystyczna, R w biznesie, klastrowanie i segmentacja, statystyka przestrzenna, R w badaniach społecznych",NA,R,NA,NA,NA,Kobieta,NA,NA,TRUE,NA
3/8/2017 12:08:50,mgr inż.,NA,Tak,Machine Learning w R przy użyciu H2O,Kombajn do uczenia maszynowego - MLR w praktyce,-,"wizualizacja danych, ekonomia, finanse i ubezpieczenia, tworzenie i wizualizacja map","statystyczne uczenie maszynowe i modele predykcyjne, klastrowanie i segmentacja, statystyka przestrzenna, aplikacje shiny i htmlwidgets",NA,"dplyr, ggplot2, leaflet",5,1,Mężczyzna,Polska,Warszawa,TRUE,NA
3/8/2017 12:43:57,mgr,NA,Tak,Żadnym,Efektywna i efektowna wizualizacja w ggplot2,NA,biostatystyka i epidemiologia,"bioinformatyka, biostatystyka i epidemiologia",NA,"lmer4, lmerTest, ape, phytools, smatr, nlme, multcomp",4,2.5,Mężczyzna,Polska,Kraków,TRUE,NA
3/8/2017 13:59:09,NA,uniezależnienie od SPSS,Nie,Analiza danych sondażowych w R,Złożone schematy doboru próby - pakiet survey,NA,metodologia statystyczna,"metodologia statystyczna, wizualizacja danych, odtwarzalne obliczenia, tworzenie i wizualizacja map",SPSS,jeszcze nic,8,0,Kobieta,Polska,Warszawa,FALSE,NA
3/8/2017 14:16:27,mgr,NA,Tak,Analiza danych sondażowych w R,Złożone schematy doboru próby - pakiet survey,starszy specjalista,metodologia statystyczna,"metodologia statystyczna, edukacja R i R w edukacji, R w badaniach społecznych",NA,dplyr,1,1,Mężczyzna,Polska,Poznań,FALSE,NA
3/8/2017 14:33:44,mgr,NA,Tak,Machine Learning w R przy użyciu H2O,Złożone schematy doboru próby - pakiet survey,NA,"wizualizacja danych, statystyka przestrzenna, tworzenie i wizualizacja map, R w badaniach społecznych, aplikacje shiny i htmlwidgets, tworzenie raportów i dashboardów","wizualizacja danych, R w biznesie, społeczność R w Polsce, odtwarzalne obliczenia, statystyczne uczenie maszynowe i modele predykcyjne, ekonomia, finanse i ubezpieczenia, klastrowanie i segmentacja, statystyka przestrzenna, tworzenie i wizualizacja map, R w badaniach społecznych, analiza szeregów czasowych, aplikacje shiny i htmlwidgets, tworzenie raportów i dashboardów","R, C++, SAS","dplyr, ggplot2, shiny, rmarkdown, sampling, survey, leaflet, DT, maptools, rgeos, sp, stringi",2,2,Mężczyzna,Polska,Poznań,TRUE,NA
3/8/2017 15:47:49,mgr,NA,Tak,"Pakiet rvest, czyli web scrapingu wybrane przypadki",Text mining w R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
3/8/2017 17:34:08,lic.,NA,Tak,"Pakiet rvest, czyli web scrapingu wybrane przypadki",Żadnym,Analityk,"wizualizacja danych, Big Data i hurtownie danych, R w biznesie, tworzenie raportów i dashboardów","wizualizacja danych, integracja R z innymi językami/środowiskami, R w biznesie, analiza tekstu, aplikacje shiny i htmlwidgets, tworzenie raportów i dashboardów","Power BI, MS Excel, R","dplyr, stringr, stringi",6,1,Mężczyzna,Polska,Warszawa,TRUE,NA
3/8/2017 17:50:02,NA,NA,Tak,Żadnym,Klasyfikacja wieloetykietowa z pakietem R,student (czy to się liczy jako stanowisko?),"statystyczne uczenie maszynowe i modele predykcyjne, analiza szeregów czasowych","statystyczne uczenie maszynowe i modele predykcyjne, ekonomia, finanse i ubezpieczenia, analiza szeregów czasowych","SAS, R",dplyr,3,1,Mężczyzna,Polska,Warszawa,TRUE,23
3/8/2017 20:55:03,lic.,"łatwy, popularny i statystyczny",Tak,Żadnym,Żadnym,"Konsultant w dziale Zarządzania Ryzykiem Finansowym, PwC","metodologia statystyczna, wizualizacja danych, integracja R z innymi językami/środowiskami, Big Data i hurtownie danych, R w biznesie, statystyczne uczenie maszynowe i modele predykcyjne, ekonomia, finanse i ubezpieczenia, aplikacje shiny i htmlwidgets, tworzenie raportów i dashboardów","metodologia statystyczna, wizualizacja danych, Big Data i hurtownie danych, rozwój oprogramowania, R w biznesie, społeczność R w Polsce, edukacja R i R w edukacji, statystyczne uczenie maszynowe i modele predykcyjne, ekonomia, finanse i ubezpieczenia, klastrowanie i segmentacja, obliczenia wysokowydajnościowe, statystyka przestrzenna, tworzenie i wizualizacja map, analiza tekstu, obliczenia w chmurze, analiza i przetwarzanie obrazu, analiza szeregów czasowych, aplikacje shiny i htmlwidgets, tworzenie raportów i dashboardów","Sql Server, T-SQL, R, C#","ggplot2, dplyr, RODBC",3,3,Mężczyzna,Polska,Warszawa,TRUE,25
3/9/2017 10:33:47,mgr,NA,Tak,Kiedy brakuje wydajności... R i C++ = Rcpp,Żadnym,NA,"wizualizacja danych, R w biznesie, edukacja R i R w edukacji, statystyka przestrzenna, tworzenie i wizualizacja map, R w badaniach społecznych, aplikacje shiny i htmlwidgets","badania kliniczne, wizualizacja danych, integracja R z innymi językami/środowiskami, R w biznesie, edukacja R i R w edukacji, statystyczne uczenie maszynowe i modele predykcyjne, statystyka przestrzenna, tworzenie i wizualizacja map, biostatystyka i epidemiologia, analiza tekstu, aplikacje shiny i htmlwidgets, tworzenie raportów i dashboardów","R, Shiny, Markdown","tidyverse, spdep, SpatialTools, lmtest, gwr, geoRglm",5,3,Mężczyzna,Polska,Warszawa,TRUE,29
3/9/2017 13:00:28,mgr,"Why not ? R to mój pierwszy kontakt z programowaniem, więc ma zarezerwowane specjalne miejsce w moim sercu.",Tak,Żadnym,Żadnym,SAS programmer/statistical programmer,"badania kliniczne, biostatystyka i epidemiologia","metodologia statystyczna, badania kliniczne, wizualizacja danych, bioinformatyka, biostatystyka i epidemiologia","SAS, R","survival, dplyr, ggplot2, data.table",3,3,Mężczyzna,Polska,Warszawa,TRUE,26
3/9/2017 17:35:27,NA,NA,Tak,Machine Learning w R przy użyciu H2O,Kombajn do uczenia maszynowego - MLR w praktyce,NA,"metodologia statystyczna, badania kliniczne, wizualizacja danych, Big Data i hurtownie danych, statystyczne uczenie maszynowe i modele predykcyjne","metodologia statystyczna, badania kliniczne, wizualizacja danych, Big Data i hurtownie danych, społeczność R w Polsce, statystyczne uczenie maszynowe i modele predykcyjne, ekonomia, finanse i ubezpieczenia, klastrowanie i segmentacja, R w badaniach społecznych, biostatystyka i epidemiologia, analiza szeregów czasowych, aplikacje shiny i htmlwidgets",NA,NA,2,2,Kobieta,Polska,Warszawa,TRUE,NA
3/10/2017 13:14:03,dr,NA,Tak,Machine Learning w R przy użyciu H2O,Kombajn do uczenia maszynowego - MLR w praktyce,NA,"ekonomia, finanse i ubezpieczenia","metodologia statystyczna, statystyczne uczenie maszynowe i modele predykcyjne",NA,NA,NA,NA,Mężczyzna,Polska,Kraków,TRUE,NA
3/10/2017 16:03:18,mgr,NA,Tak,Social Network Analysis w R,Text mining w R,Konsultant IT,"rozwój oprogramowania, analiza biznesowa sceniariuszy integracji systemów","R w biznesie, ekonomia, finanse i ubezpieczenia, analiza tekstu, analiza szeregów czasowych, tworzenie raportów i dashboardów",NA,brak,0,0,Mężczyzna,Polska,Warszawa,FALSE,33
3/10/2017 16:32:47,mgr inż.,NA,Tak,MicrosoftML - State of the art Machine Learning Microsoft,Kombajn do uczenia maszynowego - MLR w praktyce,Business Intelligence Consultant,"wizualizacja danych, integracja R z innymi językami/środowiskami, Big Data i hurtownie danych, rozwój oprogramowania, obliczenia w chmurze, tworzenie raportów i dashboardów","integracja R z innymi językami/środowiskami, Big Data i hurtownie danych, rozwój oprogramowania, statystyczne uczenie maszynowe i modele predykcyjne, obliczenia wysokowydajnościowe, obliczenia w chmurze, tworzenie raportów i dashboardów","MS SQL, PowerBI, SSRS, SSIS, SSAS, SAS",NA,1,1,Mężczyzna,Polska,Warszawa,TRUE,NA
3/10/2017 17:25:36,mgr,To gRow,Tak,Żadnym,Żadnym,Data Science Competency Manager,"wizualizacja danych, integracja R z innymi językami/środowiskami, Big Data i hurtownie danych, rozwój oprogramowania, R w biznesie, obliczenia w chmurze","integracja R z innymi językami/środowiskami, Big Data i hurtownie danych, R w biznesie, społeczność R w Polsce, statystyczne uczenie maszynowe i modele predykcyjne, obliczenia wysokowydajnościowe, analiza tekstu, obliczenia w chmurze, tworzenie raportów i dashboardów","Azure, SQL Server, AWS, Python",NA,12,1,Mężczyzna,Polska,Warszawa,TRUE,33
3/10/2017 20:51:48,NA,NA,Tak,Kiedy brakuje wydajności... R i C++ = Rcpp,Klasyfikacja wieloetykietowa z pakietem R,NA,"wizualizacja danych, R w biznesie, analiza tekstu, analiza szeregów czasowych",NA,NA,"plotly, openxlsx, dplyr",3,6,Mężczyzna,Polska,Warszawa,TRUE,NA
3/10/2017 21:23:52,mgr,NA,Tak,Żadnym,Żadnym,samodzielny specjalista ds. raportów i analiz,biostatystyka i epidemiologia,"biostatystyka i epidemiologia, tworzenie raportów i dashboardów",NA,NA,8,1,Kobieta,Polska,Poznań,TRUE,NA
3/10/2017 22:48:31,NA,"Bo R to elastyczny, stworzony do statystyki język, który nie ma sobie równych w swojej dziedzinie.",Tak,Analiza danych sondażowych w R,Kombajn do uczenia maszynowego - MLR w praktyce,Risk Modelling & Analytics Specialist,"metodologia statystyczna, wizualizacja danych, społeczność R w Polsce, edukacja R i R w edukacji, statystyczne uczenie maszynowe i modele predykcyjne, ekonomia, finanse i ubezpieczenia, analiza szeregów czasowych","metodologia statystyczna, wizualizacja danych, społeczność R w Polsce, edukacja R i R w edukacji, statystyczne uczenie maszynowe i modele predykcyjne, ekonomia, finanse i ubezpieczenia, klastrowanie i segmentacja, biostatystyka i epidemiologia, analiza tekstu, analiza i przetwarzanie obrazu, analiza szeregów czasowych","R, Excel","dplyr, ggplot2, tidyr, reshape2, readxl, RODBC",4,4,Mężczyzna,Polska,Kraków,TRUE,27
3/11/2017 3:36:05,NA,NA,Tak,Social Network Analysis w R,Text mining w R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
3/11/2017 10:31:33,NA,NA,Tak,Machine Learning w R przy użyciu H2O,Kombajn do uczenia maszynowego - MLR w praktyce,analityk danych,"wizualizacja danych, integracja R z innymi językami/środowiskami, R w biznesie, ekonomia, finanse i ubezpieczenia, aplikacje shiny i htmlwidgets, tworzenie raportów i dashboardów","wizualizacja danych, Big Data i hurtownie danych, statystyczne uczenie maszynowe i modele predykcyjne, analiza i przetwarzanie obrazu",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
3/11/2017 16:48:00,NA,NA,Tak,"Pakiet rvest, czyli web scrapingu wybrane przypadki",Web scraping w R i nie tylko,Konsultant,"metodologia statystyczna, wizualizacja danych, Big Data i hurtownie danych, statystyczne uczenie maszynowe i modele predykcyjne","metodologia statystyczna, wizualizacja danych, Big Data i hurtownie danych, edukacja R i R w edukacji, statystyczne uczenie maszynowe i modele predykcyjne, ekonomia, finanse i ubezpieczenia, obliczenia wysokowydajnościowe, analiza tekstu","R, Python, SQL, Tableau, Linux",NA,2,3,Mężczyzna,Polska,Warszawa,TRUE,NA
3/12/2017 12:16:23,mgr inż.,NA,Tak,Żadnym,Zastosowanie R w Power BI,Sharepoint Developer,"rozwój oprogramowania, systemy wyszukiwania","wizualizacja danych, integracja R z innymi językami/środowiskami, bioinformatyka, Big Data i hurtownie danych, rozwój oprogramowania, R w biznesie, społeczność R w Polsce, edukacja R i R w edukacji, statystyczne uczenie maszynowe i modele predykcyjne, tworzenie i wizualizacja map, analiza tekstu, obliczenia w chmurze, tworzenie raportów i dashboardów",".NET, Azure, Lucene based Search Engines",Nie pracuję - dopiero poznaję,0,0,Mężczyzna,Polska,Warszawa,TRUE,29
3/13/2017 16:09:19,NA,NA,Tak,Interaktywne wizualizacje w R i plotly - case study,Kombajn do uczenia maszynowego - MLR w praktyce,NA,NA,NA,NA,NA,NA,NA,Mężczyzna,NA,NA,FALSE,NA
3/13/2017 18:51:06,mgr,NA,Tak,Żadnym,Żadnym,Research Specialist,"metodologia statystyczna, wizualizacja danych, R w biznesie, statystyczne uczenie maszynowe i modele predykcyjne, analiza tekstu, analiza szeregów czasowych, aplikacje shiny i htmlwidgets","wizualizacja danych, rozwój oprogramowania, R w biznesie, społeczność R w Polsce, statystyczne uczenie maszynowe i modele predykcyjne, analiza tekstu, analiza szeregów czasowych, aplikacje shiny i htmlwidgets",NA,"shiny, dplyr, lm, dygraphs, car, tseries, xts",2,1,Kobieta,Polska,Warszawa,TRUE,25
3/13/2017 21:22:57,NA,NA,Tak,Analiza danych sondażowych w R,Efektywna i efektowna wizualizacja w ggplot2,NA,NA,wizualizacja danych,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
3/14/2017 10:34:24,mgr,NA,Tak,Interaktywne wizualizacje w R i plotly - case study,Efektywna i efektowna wizualizacja w ggplot2,NA,wizualizacja danych,Big Data i hurtownie danych,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
3/14/2017 10:49:12,lic.,NA,Tak,"Pakiet rvest, czyli web scrapingu wybrane przypadki",Text mining w R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
3/14/2017 14:15:22,lic.,Because it's easy peasy lemon squeezy,Tak,"Pakiet rvest, czyli web scrapingu wybrane przypadki",Text mining w R,Research Executive,"metodologia statystyczna, wizualizacja danych, analiza szeregów czasowych","metodologia statystyczna, wizualizacja danych, R w biznesie, społeczność R w Polsce, edukacja R i R w edukacji, statystyczne uczenie maszynowe i modele predykcyjne, R w badaniach społecznych",przetwarzanie i analiza danych,"ggplot2,lmtest,sandwich,foreach",2,1,Kobieta,Polska,Warszawa,FALSE,24
3/14/2017 15:14:00,lic.,NA,Tak,Kiedy brakuje wydajności... R i C++ = Rcpp,Złożone schematy doboru próby - pakiet survey,Młodszy analityk,"metodologia statystyczna, wizualizacja danych, rozwój oprogramowania, odtwarzalne obliczenia, klastrowanie i segmentacja, R w badaniach społecznych","metodologia statystyczna, wizualizacja danych, rozwój oprogramowania, odtwarzalne obliczenia, statystyczne uczenie maszynowe i modele predykcyjne, obliczenia wysokowydajnościowe, analiza tekstu, tworzenie raportów i dashboardów",NA,NA,NA,NA,Mężczyzna,Polska,Warszawa,TRUE,NA
3/14/2017 15:17:13,mgr,NA,Tak,Analiza danych sondażowych w R,mirt: skalowanie odpowiedzi lepsze niż PCA,Młodszy Analityk,"metodologia statystyczna, wizualizacja danych, R w biznesie, klastrowanie i segmentacja, R w badaniach społecznych","metodologia statystyczna, wizualizacja danych, R w biznesie, klastrowanie i segmentacja, statystyka przestrzenna, R w badaniach społecznych","SPSS, R, Excel","cluster, psych, plotly, rpart, sem, nFactors",2,1,Kobieta,Polska,Warszawa,TRUE,NA
3/14/2017 15:21:20,mgr,"R to dla analityka prawdziwy ocean możliwości - gotowych bibliotek, możliwości rozwoju własnych rozwiązań i tworzenia odtwarzalnych badań zgodnie z podejściem reproducible research.",Tak,Wróżenie z punktów - ordynacja w eksploracji danych,Żadnym,kierownik Laboratorium Analiz Badawczych,"metodologia statystyczna, wizualizacja danych, integracja R z innymi językami/środowiskami, Big Data i hurtownie danych, R w biznesie, społeczność R w Polsce, odtwarzalne obliczenia, statystyczne uczenie maszynowe i modele predykcyjne, klastrowanie i segmentacja, statystyka przestrzenna, tworzenie i wizualizacja map, R w badaniach społecznych, tworzenie raportów i dashboardów","metodologia statystyczna, wizualizacja danych, integracja R z innymi językami/środowiskami, Big Data i hurtownie danych, rozwój oprogramowania, R w biznesie, społeczność R w Polsce, edukacja R i R w edukacji, odtwarzalne obliczenia, statystyczne uczenie maszynowe i modele predykcyjne, klastrowanie i segmentacja, statystyka przestrzenna, tworzenie i wizualizacja map, R w badaniach społecznych, analiza tekstu, obliczenia w chmurze, analiza szeregów czasowych, tworzenie raportów i dashboardów","R, SPSS, Excel, Python","survey, cluster, dyplyr, stringr, gtools, rpart, CHAID, lubridate, mclust, poLCA, haven, DiagrammeR, missForest, relaimpo",NA,NA,Mężczyzna,Polska,Warszawa,TRUE,NA
3/14/2017 23:12:34,mgr,NA,Tak,Żadnym,Żadnym,Research Associate Director,"metodologia statystyczna, R w biznesie, analiza szeregów czasowych","metodologia statystyczna, wizualizacja danych, tworzenie raportów i dashboardów",R,"gbm, xts",10,3,Mężczyzna,Polska,Warszawa,TRUE,29
3/15/2017 9:23:59,mgr,NA,Tak,Interaktywne wizualizacje w R i plotly - case study,Efektywna i efektowna wizualizacja w ggplot2,Asystent,"wizualizacja danych, odtwarzalne obliczenia, statystyczne uczenie maszynowe i modele predykcyjne, klastrowanie i segmentacja, biostatystyka i epidemiologia","metodologia statystyczna, badania kliniczne, wizualizacja danych, odtwarzalne obliczenia, statystyczne uczenie maszynowe i modele predykcyjne, klastrowanie i segmentacja, biostatystyka i epidemiologia, obliczenia w chmurze, aplikacje shiny i htmlwidgets",NA,"pastecs, hmisc, car, gmodels, glm, brglm, multcomp, pmcmr, ggplot2, vcd, gridextra, tableone",10,2,Kobieta,Polska,Kraków,TRUE,NA
3/16/2017 13:32:22,NA,NA,Nie,Machine Learning w R przy użyciu H2O,Żadnym,NA,"wizualizacja danych, R w biznesie, ekonomia, finanse i ubezpieczenia, tworzenie raportów i dashboardów","R w biznesie, statystyczne uczenie maszynowe i modele predykcyjne, ekonomia, finanse i ubezpieczenia",NA,NA,NA,NA,Mężczyzna,Polska,NA,TRUE,32
